T1,H1,S1,G1,F1,T2,H2,S2,G2,F2,T3,H3,S3,G3,F3,T4,H4,S4,G4,F4,CLASS_LABEL
30.5,68.36,0.0,7.0,0.0,30.03,69.18,0.0,0.0,0.0,30.65,66.5,0.0,57.0,0.0,33.09,64.91,0.0,0.0,0.0,0.0
33.38,70.64,0.0,0.0,0.0,33.07,72.61,0.0,0.0,0.0,37.77,52.88,0.0,59.0,0.0,53.81,28.61,0.0,0.0,2921.0,1.0
34.36,56.63,0.0,17.0,0.0,33.61,59.27,0.0,0.0,0.0,34.44,53.88,0.0,1.0,2512.0,53.99,24.97,0.0,30.0,574.0,1.0
32.2,70.02,0.0,0.0,0.0,32.44,70.94,0.0,0.0,0.0,31.88,70.6,0.0,50.0,0.0,34.47,60.79,0.0,0.0,0.0,0.0
31.22,62.48,0.0,14.0,0.0,38.45,60.96,0.0,192.0,0.0,29.49,69.07,0.0,443.0,0.0,31.61,15.89,0.0,48.0,0.0,1.0
30.34,67.89,0.0,8.0,0.0,29.88,68.47,0.0,0.0,0.0,30.39,66.57,0.0,55.0,0.0,32.87,64.26,0.0,0.0,0.0,0.0
30.46,68.24,0.0,10.0,0.0,30.06,68.87,0.0,0.0,0.0,30.57,66.47,0.0,55.0,0.0,33.16,64.69,0.0,0.0,0.0,0.0
34.57,56.95,0.0,16.0,0.0,33.69,59.19,0.0,0.0,0.0,34.42,55.21,0.0,14.0,0.0,70.84,11.93,0.0,16.0,392.0,1.0
28.93,71.79,0.0,0.0,0.0,29.16,68.44,0.0,0.0,0.0,29.69,68.83,0.0,55.0,0.0,32.11,63.74,0.0,0.0,0.0,0.0
32.54,69.71,0.0,0.0,0.0,32.71,69.63,0.0,0.0,0.0,30.89,73.99,0.0,51.0,0.0,32.97,65.76,0.0,0.0,0.0,0.0
30.46,68.22,0.0,9.0,0.0,30.06,68.86,0.0,0.0,0.0,30.52,66.59,0.0,56.0,0.0,33.17,64.67,0.0,0.0,0.0,0.0
30.2,70.95,0.0,0.0,0.0,29.38,69.85,0.0,0.0,0.0,30.11,69.33,0.0,53.0,0.0,32.07,65.02,0.0,0.0,0.0,0.0
39.02,54.41,0.0,0.0,0.0,40.43,44.54,0.0,0.0,0.0,41.25,44.79,0.0,12.0,0.0,47.56,33.68,0.0,0.0,2572.0,1.0
29.07,71.52,0.0,0.0,0.0,29.44,68.49,0.0,0.0,0.0,30.11,67.53,0.0,58.0,0.0,32.66,63.79,0.0,0.0,0.0,0.0
30.56,68.35,0.0,0.0,0.0,30.19,69.31,0.0,0.0,0.0,30.75,66.39,0.0,54.0,0.0,33.15,64.97,0.0,0.0,0.0,0.0
36.45,58.06,0.0,7.0,0.0,48.76,30.13,0.0,48.0,0.0,36.16,55.29,0.0,18.0,2412.0,37.66,49.85,0.0,46.0,0.0,1.0
30.31,67.94,0.0,7.0,0.0,29.84,68.4,0.0,0.0,0.0,30.35,66.65,0.0,55.0,0.0,32.81,64.17,0.0,0.0,0.0,0.0
33.7,69.97,0.0,0.0,0.0,33.21,72.17,0.0,0.0,0.0,36.19,57.27,0.0,53.0,0.0,51.68,29.23,0.0,0.0,528.0,1.0
43.93,48.81,0.0,0.0,2049.0,43.72,39.0,0.0,0.0,0.0,39.01,53.79,0.0,11.0,0.0,40.53,48.54,0.0,7.0,0.0,1.0
28.85,71.89,0.0,0.0,0.0,29.03,68.42,0.0,0.0,0.0,29.47,69.48,0.0,55.0,0.0,31.71,63.71,0.0,0.0,0.0,0.0
30.5,68.13,0.0,9.0,0.0,29.98,68.75,0.0,0.0,0.0,30.53,66.64,0.0,55.0,0.0,32.98,64.56,0.0,0.0,0.0,0.0
28.93,70.44,0.0,0.0,0.0,28.63,68.36,0.0,0.0,0.0,28.87,71.11,0.0,53.0,0.0,30.14,63.63,0.0,0.0,0.0,0.0
30.54,68.35,0.0,5.0,0.0,30.16,69.28,0.0,0.0,0.0,30.71,66.43,0.0,54.0,0.0,33.14,64.95,0.0,0.0,0.0,0.0
30.45,68.28,0.0,6.0,0.0,30.01,68.95,0.0,0.0,0.0,30.61,66.43,0.0,54.0,0.0,33.06,64.74,0.0,0.0,0.0,0.0
36.99,47.6,0.0,11.0,0.0,35.12,53.99,0.0,0.0,0.0,58.68,18.43,0.0,3.0,1818.0,34.22,100.0,0.0,26.0,0.0,1.0
30.32,67.91,0.0,10.0,0.0,29.86,68.44,0.0,0.0,0.0,30.36,66.61,0.0,54.0,0.0,32.82,64.23,0.0,0.0,0.0,0.0
33.48,57.19,0.0,15.0,0.0,60.51,52.5,0.0,0.0,0.0,32.83,57.43,0.0,35.0,0.0,33.47,16.88,0.0,41.0,0.0,1.0
30.25,68.06,0.0,8.0,0.0,29.78,68.34,0.0,0.0,0.0,30.27,66.81,0.0,58.0,0.0,32.76,64.09,0.0,0.0,0.0,0.0
30.45,68.28,0.0,5.0,0.0,30.01,68.93,0.0,0.0,0.0,30.6,66.42,0.0,57.0,0.0,33.07,64.74,0.0,0.0,0.0,0.0
30.25,68.07,0.0,9.0,0.0,29.78,68.34,0.0,0.0,0.0,30.26,66.82,0.0,56.0,0.0,32.77,64.09,0.0,0.0,0.0,0.0
32.15,60.51,0.0,16.0,0.0,65.22,56.04,0.0,211.0,0.0,31.05,62.92,0.0,32.0,0.0,32.73,16.3,0.0,33.0,0.0,1.0
30.46,68.27,0.0,7.0,0.0,30.04,68.97,0.0,0.0,0.0,30.61,66.43,0.0,57.0,0.0,33.06,64.77,0.0,0.0,0.0,0.0
30.42,67.75,0.0,10.0,0.0,29.95,68.5,0.0,0.0,0.0,30.41,66.57,0.0,54.0,0.0,32.91,64.3,0.0,0.0,0.0,0.0
33.61,56.21,0.0,16.0,0.0,56.66,49.36,0.0,0.0,0.0,33.3,55.75,0.0,33.0,0.0,33.9,17.36,0.0,35.0,0.0,1.0
34.57,56.96,0.0,15.0,0.0,33.68,59.16,0.0,0.0,0.0,34.41,55.33,0.0,16.0,0.0,71.1,11.78,0.0,14.0,177.0,1.0
30.5,68.31,0.0,7.0,0.0,30.03,69.08,0.0,0.0,0.0,30.6,66.52,0.0,58.0,0.0,33.09,64.85,0.0,0.0,0.0,0.0
33.94,57.04,0.0,15.0,0.0,33.25,60.06,0.0,0.0,0.0,34.64,52.58,0.0,0.0,2639.0,41.21,44.08,0.0,64.0,0.0,1.0
32.63,73.04,0.0,0.0,0.0,32.77,73.11,0.0,0.0,0.0,50.09,32.75,0.0,48.0,0.0,34.03,67.39,0.0,0.0,0.0,1.0
40.38,50.33,0.0,0.0,0.0,39.6,46.63,0.0,0.0,0.0,48.91,33.65,0.0,15.0,4095.0,41.9,43.62,0.0,11.0,0.0,1.0
34.82,62.14,0.0,15.0,0.0,35.49,52.84,0.0,0.0,0.0,32.44,63.67,0.0,6.0,1432.0,34.22,100.0,0.0,33.0,0.0,1.0
30.38,67.81,0.0,7.0,0.0,29.92,68.49,0.0,0.0,0.0,30.4,66.57,0.0,54.0,0.0,32.88,64.28,0.0,0.0,0.0,0.0
28.96,70.26,0.0,0.0,0.0,28.63,68.37,0.0,0.0,0.0,28.86,71.14,0.0,49.0,0.0,30.08,63.61,0.0,0.0,0.0,0.0
39.24,53.46,0.0,0.0,0.0,40.08,45.41,0.0,0.0,0.0,43.03,40.54,0.0,11.0,0.0,46.04,36.96,0.0,0.0,3281.0,1.0
33.54,70.43,0.0,0.0,0.0,33.1,72.22,0.0,0.0,0.0,36.79,55.45,0.0,58.0,0.0,51.76,28.62,0.0,0.0,0.0,1.0
30.48,67.97,0.0,11.0,0.0,29.98,68.61,0.0,0.0,0.0,30.48,66.53,0.0,51.0,0.0,32.95,64.39,0.0,0.0,0.0,0.0
40.02,41.16,0.0,16.0,0.0,35.68,53.16,0.0,0.0,0.0,57.08,21.41,0.0,5.0,1549.0,34.22,100.0,0.0,22.0,0.0,1.0
37.57,61.36,0.0,0.0,3117.0,52.72,25.92,0.0,0.0,1278.0,37.35,57.69,0.0,10.0,0.0,40.21,49.02,0.0,2.0,0.0,1.0
34.81,56.94,0.0,17.0,0.0,47.75,33.5,0.0,0.0,0.0,34.58,55.64,0.0,21.0,0.0,60.73,13.46,0.0,27.0,0.0,1.0
40.18,52.06,0.0,0.0,1333.0,41.19,42.57,0.0,0.0,0.0,41.41,44.52,0.0,3.0,0.0,45.6,34.65,0.0,8.0,0.0,1.0
32.2,70.02,0.0,0.0,0.0,32.44,70.92,0.0,0.0,0.0,31.88,70.61,0.0,48.0,0.0,34.47,60.81,0.0,0.0,0.0,0.0
37.0,62.33,0.0,0.0,1317.0,58.13,21.16,0.0,0.0,1599.0,36.77,59.2,0.0,7.0,0.0,39.79,50.31,0.0,0.0,864.0,1.0
39.01,54.41,0.0,0.0,0.0,40.44,44.5,0.0,0.0,0.0,41.23,44.89,0.0,11.0,0.0,47.57,33.94,0.0,0.0,2618.0,1.0
37.17,47.29,0.0,15.0,0.0,35.16,54.06,0.0,0.0,0.0,58.78,18.53,0.0,5.0,2766.0,34.22,100.0,0.0,22.0,0.0,1.0
30.46,67.79,0.0,7.0,0.0,29.97,68.54,0.0,0.0,0.0,30.46,66.48,0.0,41.0,0.0,32.94,64.33,0.0,0.0,0.0,0.0
41.6,47.78,0.0,0.0,0.0,39.78,46.62,0.0,0.0,0.0,46.17,39.07,0.0,15.0,3904.0,41.84,44.43,0.0,12.0,0.0,1.0
38.99,54.48,0.0,0.0,0.0,40.5,44.19,0.0,0.0,0.0,41.08,45.31,0.0,11.0,0.0,47.75,33.08,0.0,0.0,1630.0,1.0
30.37,67.86,0.0,7.0,0.0,29.9,68.48,0.0,0.0,0.0,30.4,66.55,0.0,51.0,0.0,32.88,64.26,0.0,0.0,0.0,0.0
31.97,60.92,0.0,13.0,0.0,49.34,59.85,0.0,144.0,0.0,30.71,64.19,0.0,32.0,0.0,32.34,16.14,0.0,30.0,0.0,1.0
30.49,68.14,0.0,8.0,0.0,29.97,68.73,0.0,0.0,0.0,30.52,66.65,0.0,51.0,0.0,32.94,64.54,0.0,0.0,0.0,0.0
30.49,68.33,0.0,6.0,0.0,30.01,69.16,0.0,0.0,0.0,30.63,66.45,0.0,54.0,0.0,33.09,64.89,0.0,0.0,0.0,0.0
37.11,62.26,0.0,0.0,3359.0,57.11,21.82,0.0,0.0,3149.0,36.89,59.06,0.0,9.0,0.0,39.87,50.17,0.0,0.0,108.0,1.0
32.64,69.54,0.0,0.0,0.0,32.89,68.92,0.0,0.0,0.0,30.71,74.46,0.0,50.0,0.0,32.48,67.1,0.0,0.0,0.0,0.0
32.88,72.45,0.0,0.0,0.0,32.88,73.82,0.0,0.0,0.0,48.4,33.43,0.0,48.0,0.0,37.01,62.09,0.0,0.0,0.0,1.0
30.34,67.9,0.0,12.0,0.0,29.87,68.44,0.0,0.0,0.0,30.37,66.59,0.0,54.0,0.0,32.84,64.24,0.0,0.0,0.0,0.0
35.97,61.37,0.0,0.0,0.0,44.87,44.44,0.0,0.0,0.0,33.73,65.52,0.0,47.0,0.0,37.81,50.51,0.0,0.0,0.0,1.0
32.14,60.53,0.0,14.0,0.0,64.94,56.08,0.0,222.0,0.0,31.05,62.9,0.0,35.0,0.0,32.73,16.29,0.0,29.0,0.0,1.0
34.49,56.76,0.0,18.0,0.0,33.7,59.36,0.0,0.0,0.0,34.43,54.97,0.0,16.0,0.0,59.16,18.96,0.0,33.0,376.0,1.0
30.48,68.11,0.0,9.0,0.0,29.99,68.64,0.0,0.0,0.0,30.52,66.54,0.0,54.0,0.0,32.91,64.42,0.0,0.0,0.0,0.0
30.64,68.28,0.0,5.0,0.0,30.29,69.39,0.0,0.0,0.0,30.86,66.22,0.0,55.0,0.0,33.18,65.0,0.0,0.0,0.0,0.0
32.91,72.41,0.0,0.0,0.0,32.89,73.85,0.0,0.0,0.0,47.9,34.04,0.0,49.0,0.0,37.52,61.19,0.0,0.0,0.0,1.0
30.46,68.24,0.0,7.0,0.0,30.06,68.86,0.0,0.0,0.0,30.56,66.49,0.0,54.0,0.0,33.16,64.68,0.0,0.0,0.0,0.0
32.54,59.7,0.0,11.0,0.0,72.52,54.2,0.0,110.0,0.0,31.31,62.56,0.0,34.0,0.0,32.86,16.44,0.0,34.0,0.0,1.0
30.29,67.95,0.0,7.0,0.0,29.79,68.39,0.0,0.0,0.0,30.33,66.68,0.0,52.0,0.0,32.81,64.16,0.0,0.0,0.0,0.0
30.49,67.95,0.0,11.0,0.0,29.98,68.59,0.0,0.0,0.0,30.48,66.53,0.0,49.0,0.0,32.95,64.38,0.0,0.0,0.0,0.0
47.65,37.81,0.0,0.0,3669.0,40.72,45.33,0.0,0.0,0.0,39.89,51.59,0.0,15.0,0.0,40.95,47.53,0.0,13.0,0.0,1.0
42.07,37.31,0.0,14.0,0.0,35.78,53.27,0.0,0.0,0.0,55.26,23.92,0.0,1.0,1869.0,34.22,100.0,0.0,23.0,0.0,1.0
30.46,68.22,0.0,6.0,0.0,30.06,68.86,0.0,0.0,0.0,30.55,66.47,0.0,55.0,0.0,33.16,64.69,0.0,0.0,0.0,0.0
38.83,43.47,0.0,11.0,0.0,35.62,53.41,0.0,0.0,0.0,58.09,19.84,0.0,11.0,2963.0,34.22,100.0,0.0,26.0,0.0,1.0
30.25,68.07,0.0,10.0,0.0,29.78,68.35,0.0,0.0,0.0,30.28,66.78,0.0,54.0,0.0,32.76,64.1,0.0,0.0,0.0,0.0
29.01,70.05,0.0,0.0,0.0,28.64,68.36,0.0,0.0,0.0,28.85,71.15,0.0,52.0,0.0,30.02,63.59,0.0,0.0,0.0,0.0
33.61,56.2,0.0,13.0,0.0,56.67,49.38,0.0,0.0,0.0,33.3,55.86,0.0,34.0,0.0,33.89,17.36,0.0,29.0,0.0,1.0
30.25,68.07,0.0,10.0,0.0,29.78,68.34,0.0,0.0,0.0,30.27,66.82,0.0,54.0,0.0,32.77,64.1,0.0,0.0,0.0,0.0
47.65,37.83,0.0,0.0,2269.0,40.73,45.33,0.0,0.0,0.0,39.89,51.6,0.0,12.0,402.0,40.95,47.53,0.0,14.0,0.0,1.0
39.93,51.1,0.0,0.0,0.0,39.59,46.26,0.0,0.0,0.0,49.77,31.53,0.0,13.0,2640.0,42.01,43.21,0.0,10.0,0.0,1.0
30.26,68.06,0.0,9.0,0.0,29.82,68.35,0.0,0.0,0.0,30.3,66.77,0.0,55.0,0.0,32.83,64.08,0.0,0.0,0.0,0.0
30.51,68.2,0.0,5.0,0.0,30.06,69.02,0.0,0.0,0.0,30.64,66.38,0.0,55.0,0.0,33.13,64.81,0.0,0.0,0.0,0.0
39.4,52.88,0.0,0.0,0.0,39.91,45.49,0.0,0.0,0.0,44.49,38.12,0.0,11.0,0.0,45.01,38.32,0.0,0.0,2689.0,1.0
31.92,61.04,0.0,16.0,0.0,48.78,59.98,0.0,167.0,0.0,30.62,64.48,0.0,32.0,0.0,32.3,16.12,0.0,23.0,0.0,1.0
32.2,70.01,0.0,0.0,0.0,32.44,70.95,0.0,0.0,0.0,31.88,70.61,0.0,49.0,0.0,34.47,60.85,0.0,0.0,0.0,0.0
33.92,57.1,0.0,15.0,0.0,33.23,60.1,0.0,0.0,0.0,34.65,52.52,0.0,0.0,2914.0,40.79,44.82,0.0,74.0,0.0,1.0
46.25,39.2,0.0,0.0,0.0,40.47,45.25,0.0,0.0,0.0,41.08,49.3,0.0,11.0,1299.0,41.27,46.33,0.0,11.0,0.0,1.0
30.5,68.24,0.0,5.0,0.0,30.07,69.07,0.0,0.0,0.0,30.64,66.41,0.0,55.0,0.0,33.16,64.83,0.0,0.0,0.0,0.0
42.76,39.69,0.0,15.0,0.0,35.63,52.1,0.0,0.0,0.0,33.29,61.87,0.0,0.0,2492.0,34.22,100.0,0.0,25.0,0.0,1.0
46.45,41.59,0.0,0.0,3992.0,41.66,43.23,0.0,0.0,0.0,39.52,51.95,0.0,55.0,0.0,40.7,48.21,0.0,14.0,0.0,1.0
62.91,16.48,0.0,16.0,0.0,36.38,51.09,0.0,0.0,0.0,34.1,60.04,0.0,2.0,2399.0,34.22,100.0,0.0,25.0,0.0,1.0
32.24,70.04,0.0,0.0,0.0,32.46,70.75,0.0,0.0,0.0,31.74,71.23,0.0,50.0,0.0,34.3,61.46,0.0,0.0,0.0,0.0
36.3,57.83,0.0,6.0,0.0,47.49,31.11,0.0,0.0,0.0,36.06,55.27,0.0,15.0,2223.0,34.22,100.0,0.0,95.0,0.0,1.0
32.66,72.93,0.0,0.0,0.0,32.78,73.29,0.0,0.0,0.0,50.42,32.03,0.0,39.0,950.0,34.15,67.01,0.0,0.0,0.0,1.0
33.68,66.11,0.0,0.0,996.0,32.31,64.82,0.0,0.0,1097.0,31.88,67.99,0.0,11.0,4017.0,35.81,57.13,0.0,33.0,4029.0,1.0
47.17,38.64,0.0,0.0,3981.0,41.0,44.28,0.0,0.0,0.0,39.73,51.23,0.0,15.0,0.0,40.83,47.35,0.0,14.0,0.0,1.0
30.31,67.95,0.0,11.0,0.0,29.84,68.42,0.0,0.0,0.0,30.35,66.63,0.0,58.0,0.0,32.82,64.18,0.0,0.0,0.0,0.0
38.99,54.57,0.0,0.0,0.0,40.55,44.26,0.0,0.0,0.0,40.96,46.24,0.0,10.0,0.0,47.91,32.33,0.0,0.0,1311.0,1.0
30.5,68.15,0.0,9.0,0.0,29.98,68.74,0.0,0.0,0.0,30.52,66.64,0.0,55.0,0.0,32.94,64.54,0.0,0.0,0.0,0.0
30.48,68.34,0.0,0.0,0.0,30.01,69.13,0.0,0.0,0.0,30.63,66.45,0.0,58.0,0.0,33.08,64.87,0.0,0.0,0.0,0.0
30.47,67.84,0.0,10.0,0.0,29.97,68.56,0.0,0.0,0.0,30.47,66.48,0.0,51.0,0.0,32.88,64.36,0.0,0.0,0.0,0.0
33.49,57.12,0.0,12.0,0.0,60.38,52.39,0.0,0.0,0.0,32.86,57.41,0.0,33.0,0.0,33.48,16.89,0.0,38.0,0.0,1.0
47.65,37.83,0.0,0.0,2994.0,40.73,45.35,0.0,0.0,0.0,39.89,51.58,0.0,13.0,0.0,40.95,47.5,0.0,11.0,0.0,1.0
38.99,54.42,0.0,0.0,0.0,40.5,44.19,0.0,0.0,0.0,41.08,45.2,0.0,10.0,0.0,47.75,33.07,0.0,0.0,2566.0,1.0
30.49,68.33,0.0,5.0,0.0,30.03,69.09,0.0,0.0,0.0,30.6,66.52,0.0,53.0,0.0,33.1,64.86,0.0,0.0,0.0,0.0
35.82,58.84,0.0,13.0,0.0,35.33,52.86,0.0,0.0,0.0,32.56,63.44,0.0,4.0,1105.0,34.22,100.0,0.0,32.0,0.0,1.0
47.95,37.28,0.0,0.0,3921.0,40.65,45.45,0.0,0.0,0.0,39.97,50.66,0.0,11.0,97.0,41.0,46.91,0.0,9.0,0.0,1.0
60.9,17.58,0.0,16.0,0.0,36.4,51.15,0.0,0.0,0.0,35.15,58.45,0.0,1.0,2346.0,34.22,100.0,0.0,25.0,0.0,1.0
38.02,60.3,0.0,0.0,2736.0,49.01,30.47,0.0,0.0,3350.0,37.66,56.95,0.0,13.0,0.0,40.44,48.29,0.0,15.0,0.0,1.0
36.03,61.28,0.0,0.0,0.0,44.11,45.73,0.0,0.0,560.0,33.74,65.48,0.0,48.0,0.0,37.85,50.42,0.0,0.0,0.0,1.0
33.68,70.03,0.0,0.0,0.0,33.19,72.23,0.0,0.0,0.0,36.28,56.97,0.0,53.0,0.0,51.32,29.35,0.0,0.0,1138.0,1.0
30.46,68.22,0.0,9.0,0.0,30.06,68.82,0.0,0.0,0.0,30.51,66.63,0.0,54.0,0.0,33.15,64.66,0.0,0.0,0.0,0.0
30.53,68.36,0.0,5.0,0.0,30.13,69.27,0.0,0.0,0.0,30.71,66.45,0.0,58.0,0.0,33.12,64.95,0.0,0.0,0.0,0.0
47.94,37.34,0.0,0.0,704.0,40.65,45.39,0.0,0.0,0.0,39.96,50.66,0.0,13.0,0.0,41.0,46.92,0.0,14.0,0.0,1.0
35.76,57.95,0.0,12.0,0.0,43.97,34.82,0.0,0.0,0.0,35.33,56.22,0.0,10.0,1477.0,34.22,100.0,0.0,58.0,0.0,1.0
30.45,68.28,0.0,5.0,0.0,30.0,68.92,0.0,0.0,0.0,30.6,66.44,0.0,55.0,0.0,33.06,64.73,0.0,0.0,0.0,0.0
30.29,67.95,0.0,11.0,0.0,29.79,68.39,0.0,0.0,0.0,30.33,66.67,0.0,53.0,0.0,32.81,64.17,0.0,0.0,0.0,0.0
30.44,67.76,0.0,7.0,0.0,29.97,68.53,0.0,0.0,0.0,30.4,66.59,0.0,55.0,0.0,32.94,64.29,0.0,0.0,0.0,0.0
30.49,68.33,0.0,7.0,0.0,30.02,69.11,0.0,0.0,0.0,30.61,66.5,0.0,58.0,0.0,33.09,64.87,0.0,0.0,0.0,0.0
30.48,67.88,0.0,9.0,0.0,29.98,68.59,0.0,0.0,0.0,30.48,66.52,0.0,52.0,0.0,32.92,64.37,0.0,0.0,0.0,0.0
30.54,68.35,0.0,9.0,0.0,30.16,69.28,0.0,0.0,0.0,30.71,66.44,0.0,57.0,0.0,33.13,64.97,0.0,0.0,0.0,0.0
30.48,68.13,0.0,9.0,0.0,29.98,68.66,0.0,0.0,0.0,30.53,66.58,0.0,54.0,0.0,32.97,64.46,0.0,0.0,0.0,0.0
34.53,56.93,0.0,18.0,0.0,33.7,59.39,0.0,0.0,0.0,34.45,55.05,0.0,16.0,0.0,67.07,14.13,0.0,37.0,921.0,1.0
33.37,57.6,0.0,16.0,0.0,62.41,53.54,0.0,0.0,0.0,32.53,58.86,0.0,33.0,0.0,33.29,16.75,0.0,41.0,0.0,1.0
40.13,50.96,0.0,0.0,0.0,39.59,46.61,0.0,0.0,0.0,49.44,32.82,0.0,15.0,3996.0,41.94,43.55,0.0,12.0,0.0,1.0
47.48,38.12,0.0,0.0,998.0,40.83,45.18,0.0,0.0,0.0,39.83,51.19,0.0,12.0,0.0,40.9,47.43,0.0,15.0,0.0,1.0
44.24,48.05,0.0,0.0,3983.0,43.48,39.49,0.0,0.0,0.0,39.07,53.36,0.0,10.0,0.0,40.54,48.68,0.0,9.0,0.0,1.0
36.82,59.43,0.0,0.0,0.0,40.72,53.36,0.0,0.0,0.0,33.89,65.25,0.0,48.0,0.0,38.47,48.89,0.0,10.0,0.0,1.0
30.45,68.28,0.0,9.0,0.0,30.05,68.88,0.0,0.0,0.0,30.59,66.46,0.0,55.0,0.0,33.13,64.69,0.0,0.0,0.0,0.0
30.45,67.77,0.0,7.0,0.0,29.97,68.54,0.0,0.0,0.0,30.44,66.52,0.0,53.0,0.0,32.89,64.33,0.0,0.0,0.0,0.0
30.51,68.17,0.0,4.0,0.0,30.07,69.04,0.0,0.0,0.0,30.64,66.35,0.0,57.0,0.0,33.14,64.81,0.0,0.0,0.0,0.0
32.09,60.6,0.0,8.0,0.0,62.53,56.71,0.0,240.0,0.0,31.06,62.75,0.0,32.0,0.0,32.7,16.28,0.0,33.0,0.0,1.0
31.46,62.02,0.0,16.0,0.0,41.9,60.74,0.0,213.0,0.0,29.77,67.1,0.0,35.0,0.0,31.84,15.96,0.0,32.0,0.0,1.0
30.65,68.27,0.0,5.0,0.0,30.29,69.38,0.0,0.0,0.0,30.87,66.22,0.0,58.0,0.0,33.18,65.0,0.0,0.0,0.0,0.0
34.57,56.94,0.0,20.0,0.0,33.68,59.24,0.0,0.0,0.0,34.4,55.39,0.0,15.0,0.0,71.53,11.52,0.0,14.0,385.0,1.0
30.74,68.16,0.0,3.0,0.0,30.44,69.47,0.0,0.0,0.0,31.08,65.74,0.0,57.0,0.0,33.23,65.03,0.0,0.0,0.0,0.0
30.48,68.32,0.0,0.0,0.0,30.01,69.13,0.0,0.0,0.0,30.63,66.45,0.0,57.0,0.0,33.08,64.87,0.0,0.0,0.0,0.0
30.45,68.28,0.0,7.0,0.0,30.01,68.93,0.0,0.0,0.0,30.61,66.43,0.0,54.0,0.0,33.06,64.76,0.0,0.0,0.0,0.0
36.84,62.58,0.0,0.0,0.0,49.71,19.18,0.0,0.0,4020.0,36.62,59.3,0.0,15.0,0.0,39.66,50.24,0.0,3.0,0.0,1.0
30.48,68.14,0.0,10.0,0.0,29.96,68.71,0.0,0.0,0.0,30.53,66.61,0.0,52.0,0.0,32.94,64.51,0.0,0.0,0.0,0.0
39.04,54.96,0.0,0.0,0.0,40.69,44.2,0.0,0.0,0.0,40.81,46.37,0.0,0.0,0.0,48.16,32.32,0.0,6.0,0.0,1.0
39.18,58.39,0.0,0.0,3968.0,47.01,33.01,0.0,0.0,0.0,38.33,55.73,0.0,12.0,0.0,40.46,48.33,0.0,9.0,0.0,1.0
30.46,68.28,0.0,6.0,0.0,30.04,68.97,0.0,0.0,0.0,30.61,66.43,0.0,55.0,0.0,33.06,64.78,0.0,0.0,0.0,0.0
36.36,58.7,0.0,7.0,0.0,49.36,29.24,0.0,38.0,0.0,36.1,55.81,0.0,17.0,3116.0,37.57,50.38,0.0,43.0,0.0,1.0
30.48,68.2,0.0,6.0,0.0,30.07,69.0,0.0,0.0,0.0,30.62,66.39,0.0,58.0,0.0,33.1,64.8,0.0,0.0,0.0,0.0
41.57,38.23,0.0,16.0,0.0,35.74,53.52,0.0,0.0,0.0,55.73,23.34,0.0,0.0,1688.0,34.22,100.0,0.0,24.0,0.0,1.0
46.44,41.6,0.0,0.0,4001.0,41.66,43.24,0.0,0.0,0.0,39.52,51.94,0.0,58.0,0.0,40.7,48.2,0.0,13.0,0.0,1.0
32.16,69.92,0.0,0.0,0.0,32.37,70.82,0.0,0.0,0.0,31.96,70.01,0.0,48.0,0.0,34.56,60.13,0.0,0.0,0.0,0.0
30.51,68.2,0.0,6.0,0.0,30.07,69.02,0.0,0.0,0.0,30.64,66.38,0.0,54.0,0.0,33.13,64.81,0.0,0.0,0.0,0.0
39.23,53.92,0.0,0.0,0.0,39.25,58.33,0.0,0.0,0.0,34.16,63.6,0.0,49.0,0.0,40.1,45.14,0.0,0.0,0.0,1.0
39.36,53.01,0.0,0.0,0.0,39.95,45.41,0.0,0.0,0.0,44.11,38.73,0.0,15.0,0.0,45.29,38.09,0.0,0.0,3313.0,1.0
30.57,68.33,0.0,7.0,0.0,30.19,69.3,0.0,0.0,0.0,30.75,66.4,0.0,59.0,0.0,33.15,64.97,0.0,0.0,0.0,0.0
35.41,62.29,0.0,0.0,3989.0,38.05,53.43,0.0,0.0,4079.0,33.78,64.06,0.0,13.0,4065.0,37.3,53.82,0.0,32.0,4029.0,1.0
31.21,62.49,0.0,10.0,0.0,38.26,60.97,0.0,198.0,0.0,29.52,69.2,0.0,276.0,0.0,31.6,15.89,0.0,48.0,0.0,1.0
32.28,73.87,0.0,0.0,0.0,32.46,74.31,0.0,0.0,0.0,41.26,54.62,0.0,48.0,0.74,32.92,70.39,0.0,0.0,0.0,1.0
61.5,17.23,0.0,17.0,0.0,36.4,51.17,0.0,0.0,0.0,34.81,59.05,0.0,2.0,2312.0,34.22,100.0,0.0,30.0,0.0,1.0
37.55,55.44,0.0,11.0,0.0,35.27,52.51,0.0,0.0,0.0,32.76,62.39,0.0,6.0,947.0,34.22,100.0,0.0,29.0,0.0,1.0
37.08,62.32,0.0,0.0,2570.0,57.44,21.67,0.0,0.0,1935.0,36.85,59.13,0.0,9.0,0.0,39.85,50.2,0.0,0.0,0.0,1.0
33.61,56.22,0.0,16.0,0.0,56.71,49.47,0.0,0.0,0.0,33.29,55.87,0.0,36.0,0.0,33.89,17.35,0.0,35.0,0.0,1.0
32.35,70.18,0.0,0.0,0.0,32.51,70.72,0.0,0.0,0.0,31.44,72.43,0.0,48.0,0.0,33.93,62.86,0.0,0.0,0.0,0.0
39.63,53.11,0.0,0.0,0.0,38.24,61.0,0.0,0.0,0.0,34.19,63.52,0.0,50.0,0.0,40.33,44.64,0.0,0.0,0.0,1.0
